,time_ms,delta_ms,Accel_x,Accel_y,Accel_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z
32,41.992000000000004,1.4580000000000055,2,3,4,5,6,7,8,9,10
33,44.345000000000006,2.3530000000000015,2,3,4,5,6,7,8,9,10
34,45.868,1.5229999999999961,2,3,4,5,6,7,8,9,10
35,47.364000000000004,1.4960000000000022,2,3,4,5,6,7,8,9,10
36,48.866,1.5019999999999953,2,3,4,5,6,7,8,9,10
37,50.371,1.5050000000000026,2,3,4,5,6,7,8,9,10
38,51.867999999999995,1.4969999999999928,2,3,4,5,6,7,8,9,10
39,53.466,1.598000000000006,2,3,4,5,6,7,8,9,10
40,54.987,1.5210000000000008,2,3,4,5,6,7,8,9,10
41,58.489,3.5019999999999953,2,3,4,5,6,7,8,9,10
42,59.958999999999996,1.4699999999999989,2,3,4,5,6,7,8,9,10
43,62.089999999999996,2.1310000000000002,2,3,4,5,6,7,8,9,10
44,63.705999999999996,1.6159999999999997,2,3,4,5,6,7,8,9,10
45,65.20700000000001,1.5010000000000119,2,3,4,5,6,7,8,9,10
46,66.693,1.48599999999999,2,3,4,5,6,7,8,9,10
47,69.175,2.4819999999999993,2,3,4,5,6,7,8,9,10
48,72.104,2.929000000000002,2,3,4,5,6,7,8,9,10
49,73.709,1.605000000000004,2,3,4,5,6,7,8,9,10
50,75.187,1.4779999999999944,2,3,4,5,6,7,8,9,10
51,76.64999999999999,1.4629999999999939,2,3,4,5,6,7,8,9,10
52,79.07799999999999,2.4279999999999973,2,3,4,5,6,7,8,9,10
53,82.008,2.930000000000007,2,3,4,5,6,7,8,9,10
54,83.632,1.6240000000000094,2,3,4,5,6,7,8,9,10
55,85.13,1.4979999999999905,2,3,4,5,6,7,8,9,10
56,87.586,2.456000000000003,2,3,4,5,6,7,8,9,10
57,89.073,1.4869999999999948,2,3,4,5,6,7,8,9,10
58,89.518,0.4450000000000074,2,3,4,5,6,7,8,9,10
59,89.884,0.36599999999999966,2,3,4,5,6,7,8,9,10
60,91.986,2.102000000000004,2,3,4,5,6,7,8,9,10
61,95.087,3.100999999999999,2,3,4,5,6,7,8,9,10
62,96.599,1.5120000000000005,2,3,4,5,6,7,8,9,10
63,98.084,1.4849999999999994,2,3,4,5,6,7,8,9,10
64,99.57199999999999,1.4879999999999853,2,3,4,5,6,7,8,9,10
65,101.062,1.490000000000009,2,3,4,5,6,7,8,9,10
66,102.55799999999999,1.4959999999999951,2,3,4,5,6,7,8,9,10
67,104.172,1.6140000000000043,2,3,4,5,6,7,8,9,10
68,106.446,2.274000000000001,2,3,4,5,6,7,8,9,10
69,107.935,1.4890000000000043,2,3,4,5,6,7,8,9,10
70,109.39200000000001,1.4570000000000078,2,3,4,5,6,7,8,9,10
71,110.86200000000001,1.4699999999999989,2,3,4,5,6,7,8,9,10
72,112.345,1.4829999999999899,2,3,4,5,6,7,8,9,10
73,114.71900000000001,2.3740000000000094,2,3,4,5,6,7,8,9,10
74,116.70899999999999,1.9899999999999807,2,3,4,5,6,7,8,9,10
75,118.633,1.9240000000000066,2,3,4,5,6,7,8,9,10
76,120.80399999999999,2.1709999999999923,2,3,4,5,6,7,8,9,10
77,122.327,1.5230000000000103,2,3,4,5,6,7,8,9,10
78,125.086,2.7590000000000003,2,3,4,5,6,7,8,9,10
79,126.603,1.516999999999996,2,3,4,5,6,7,8,9,10
80,129.652,3.0489999999999924,2,3,4,5,6,7,8,9,10
81,130.295,0.6430000000000007,2,3,4,5,6,7,8,9,10
82,132.417,2.122000000000014,2,3,4,5,6,7,8,9,10
83,134.824,2.4070000000000107,2,3,4,5,6,7,8,9,10
84,136.323,1.4989999999999952,2,3,4,5,6,7,8,9,10
85,137.83100000000002,1.5080000000000098,2,3,4,5,6,7,8,9,10
86,139.316,1.4849999999999852,2,3,4,5,6,7,8,9,10
87,140.805,1.4890000000000043,2,3,4,5,6,7,8,9,10
88,142.259,1.4539999999999793,2,3,4,5,6,7,8,9,10
89,145.543,3.2840000000000202,2,3,4,5,6,7,8,9,10
90,147.49599999999998,1.9529999999999745,2,3,4,5,6,7,8,9,10
91,148.847,1.3510000000000275,2,3,4,5,6,7,8,9,10
92,151.689,2.8419999999999845,2,3,4,5,6,7,8,9,10
93,153.021,1.3319999999999936,2,3,4,5,6,7,8,9,10
94,154.458,1.4370000000000118,2,3,4,5,6,7,8,9,10
95,156.524,2.0660000000000025,2,3,4,5,6,7,8,9,10
96,158.51399999999998,1.9899999999999807,2,3,4,5,6,7,8,9,10
97,159.795,1.281000000000006,2,3,4,5,6,7,8,9,10
98,161.797,2.0020000000000095,2,3,4,5,6,7,8,9,10
99,163.09699999999998,1.299999999999983,2,3,4,5,6,7,8,9,10
100,165.20499999999998,2.108000000000004,2,3,4,5,6,7,8,9,10
101,167.504,2.2990000000000066,2,3,4,5,6,7,8,9,10
102,168.903,1.399000000000001,2,3,4,5,6,7,8,9,10
103,170.246,1.3430000000000177,2,3,4,5,6,7,8,9,10
104,172.533,2.2869999999999777,2,3,4,5,6,7,8,9,10
105,173.93,1.3970000000000198,2,3,4,5,6,7,8,9,10
106,175.844,1.9139999999999873,2,3,4,5,6,7,8,9,10
107,177.093,1.2489999999999952,2,3,4,5,6,7,8,9,10
108,178.348,1.2550000000000239,2,3,4,5,6,7,8,9,10
109,179.618,1.2699999999999818,2,3,4,5,6,7,8,9,10
110,180.89600000000002,1.27800000000002,2,3,4,5,6,7,8,9,10
111,182.76899999999998,1.872999999999962,2,3,4,5,6,7,8,9,10
112,184.166,1.3970000000000198,2,3,4,5,6,7,8,9,10
113,186.04999999999998,1.8839999999999861,2,3,4,5,6,7,8,9,10
114,188.26999999999998,2.219999999999999,2,3,4,5,6,7,8,9,10
115,189.555,1.285000000000025,2,3,4,5,6,7,8,9,10
116,190.83700000000002,1.2820000000000107,2,3,4,5,6,7,8,9,10
117,192.09300000000002,1.2560000000000002,2,3,4,5,6,7,8,9,10
118,194.017,1.9239999999999782,2,3,4,5,6,7,8,9,10
119,196.136,2.1189999999999998,2,3,4,5,6,7,8,9,10
120,197.274,1.1380000000000052,2,3,4,5,6,7,8,9,10
121,199.74800000000002,2.474000000000018,2,3,4,5,6,7,8,9,10
122,201.857,2.1089999999999804,2,3,4,5,6,7,8,9,10
123,203.177,1.3199999999999932,2,3,4,5,6,7,8,9,10
124,204.625,1.4480000000000075,2,3,4,5,6,7,8,9,10
125,206.68200000000002,2.0570000000000164,2,3,4,5,6,7,8,9,10
126,207.967,1.2849999999999966,2,3,4,5,6,7,8,9,10
127,209.28900000000002,1.3220000000000027,2,3,4,5,6,7,8,9,10
128,210.60000000000002,1.311000000000007,2,3,4,5,6,7,8,9,10
129,211.915,1.3149999999999693,2,3,4,5,6,7,8,9,10
130,214.033,2.117999999999995,2,3,4,5,6,7,8,9,10
131,215.379,1.3460000000000036,2,3,4,5,6,7,8,9,10
132,217.382,2.0030000000000143,2,3,4,5,6,7,8,9,10
133,218.726,1.343999999999994,2,3,4,5,6,7,8,9,10
134,220.957,2.2309999999999945,2,3,4,5,6,7,8,9,10
135,222.345,1.3880000000000052,2,3,4,5,6,7,8,9,10
136,223.767,1.421999999999997,2,3,4,5,6,7,8,9,10
137,226.585,2.818000000000012,2,3,4,5,6,7,8,9,10
138,227.89499999999998,1.3099999999999739,2,3,4,5,6,7,8,9,10
139,229.22699999999998,1.3319999999999936,2,3,4,5,6,7,8,9,10
140,230.55800000000002,1.3310000000000457,2,3,4,5,6,7,8,9,10
141,231.886,1.3279999999999745,2,3,4,5,6,7,8,9,10
142,233.213,1.3269999999999982,2,3,4,5,6,7,8,9,10
143,235.589,2.3760000000000048,2,3,4,5,6,7,8,9,10
144,237.792,2.203000000000003,2,3,4,5,6,7,8,9,10
145,239.135,1.3429999999999893,2,3,4,5,6,7,8,9,10
146,240.46699999999998,1.3319999999999936,2,3,4,5,6,7,8,9,10
147,242.37300000000002,1.9060000000000343,2,3,4,5,6,7,8,9,10
148,243.812,1.438999999999993,2,3,4,5,6,7,8,9,10
149,245.157,1.3449999999999989,2,3,4,5,6,7,8,9,10
150,246.5,1.3429999999999893,2,3,4,5,6,7,8,9,10
151,249.141,2.640999999999991,2,3,4,5,6,7,8,9,10
152,250.44899999999998,1.3079999999999927,2,3,4,5,6,7,8,9,10
153,251.78400000000002,1.3350000000000364,2,3,4,5,6,7,8,9,10
154,253.10899999999998,1.3249999999999602,2,3,4,5,6,7,8,9,10
155,254.55499999999998,1.445999999999998,2,3,4,5,6,7,8,9,10
156,255.886,1.3310000000000173,2,3,4,5,6,7,8,9,10
157,257.216,1.3300000000000125,2,3,4,5,6,7,8,9,10
158,259.90999999999997,2.69399999999996,2,3,4,5,6,7,8,9,10
159,261.235,1.3250000000000455,2,3,4,5,6,7,8,9,10
160,262.561,1.325999999999965,2,3,4,5,6,7,8,9,10
161,263.99,1.4290000000000305,2,3,4,5,6,7,8,9,10
162,265.327,1.336999999999989,2,3,4,5,6,7,8,9,10
163,266.654,1.3269999999999982,2,3,4,5,6,7,8,9,10
164,268.04200000000003,1.3880000000000337,2,3,4,5,6,7,8,9,10
165,270.77000000000004,2.7280000000000086,2,3,4,5,6,7,8,9,10
166,272.14,1.3699999999999477,2,3,4,5,6,7,8,9,10
167,275.482,3.3420000000000414,2,3,4,5,6,7,8,9,10
168,276.83200000000005,1.3500000000000227,2,3,4,5,6,7,8,9,10
169,278.132,1.2999999999999545,2,3,4,5,6,7,8,9,10
170,280.071,1.9390000000000214,2,3,4,5,6,7,8,9,10
171,282.067,1.995999999999981,2,3,4,5,6,7,8,9,10
172,283.522,1.454999999999984,2,3,4,5,6,7,8,9,10
173,284.871,1.3489999999999895,2,3,4,5,6,7,8,9,10
174,286.89,2.0190000000000055,2,3,4,5,6,7,8,9,10
175,288.19899999999996,1.308999999999969,2,3,4,5,6,7,8,9,10
176,289.526,1.327000000000055,2,3,4,5,6,7,8,9,10
177,291.432,1.906000000000006,2,3,4,5,6,7,8,9,10
178,294.245,2.812999999999988,2,3,4,5,6,7,8,9,10
179,294.80699999999996,0.561999999999955,2,3,4,5,6,7,8,9,10
180,296.12,1.313000000000045,2,3,4,5,6,7,8,9,10
181,297.44,1.3199999999999932,2,3,4,5,6,7,8,9,10
182,298.75800000000004,1.3180000000000405,2,3,4,5,6,7,8,9,10
183,300.08099999999996,1.3229999999999222,2,3,4,5,6,7,8,9,10
184,301.418,1.337000000000046,2,3,4,5,6,7,8,9,10
185,302.757,1.3389999999999986,2,3,4,5,6,7,8,9,10
186,305.102,2.3449999999999704,2,3,4,5,6,7,8,9,10
187,306.468,1.3660000000000423,2,3,4,5,6,7,8,9,10
188,308.42900000000003,1.9610000000000127,2,3,4,5,6,7,8,9,10
189,310.329,1.8999999999999773,2,3,4,5,6,7,8,9,10
190,312.278,1.9490000000000123,2,3,4,5,6,7,8,9,10
191,313.739,1.460999999999956,2,3,4,5,6,7,8,9,10
192,315.085,1.3460000000000036,2,3,4,5,6,7,8,9,10
193,316.415,1.330000000000041,2,3,4,5,6,7,8,9,10
194,317.746,1.3309999999999604,2,3,4,5,6,7,8,9,10
195,319.89099999999996,2.144999999999982,2,3,4,5,6,7,8,9,10
196,321.248,1.3570000000000277,2,3,4,5,6,7,8,9,10
197,322.579,1.3310000000000173,2,3,4,5,6,7,8,9,10
198,324.065,1.48599999999999,2,3,4,5,6,7,8,9,10
199,325.455,1.3899999999999864,2,3,4,5,6,7,8,9,10
200,328.21,2.7549999999999955,2,3,4,5,6,7,8,9,10
201,329.572,1.3620000000000232,2,3,4,5,6,7,8,9,10
202,330.93,1.358000000000004,2,3,4,5,6,7,8,9,10
203,332.26800000000003,1.3380000000000223,2,3,4,5,6,7,8,9,10
204,333.704,1.4359999999999786,2,3,4,5,6,7,8,9,10
205,335.05600000000004,1.3520000000000323,2,3,4,5,6,7,8,9,10
206,337.723,2.666999999999973,2,3,4,5,6,7,8,9,10
207,339.09499999999997,1.3719999999999573,2,3,4,5,6,7,8,9,10
208,340.437,1.3420000000000414,2,3,4,5,6,7,8,9,10
209,341.752,1.3149999999999977,2,3,4,5,6,7,8,9,10
210,343.055,1.3029999999999973,2,3,4,5,6,7,8,9,10
211,344.53099999999995,1.4759999999999422,2,3,4,5,6,7,8,9,10
212,346.514,1.983000000000061,2,3,4,5,6,7,8,9,10
213,347.863,1.3489999999999895,2,3,4,5,6,7,8,9,10
214,349.193,1.329999999999984,2,3,4,5,6,7,8,9,10
215,351.414,2.2210000000000036,2,3,4,5,6,7,8,9,10
216,352.75800000000004,1.344000000000051,2,3,4,5,6,7,8,9,10
217,354.32099999999997,1.5629999999999313,2,3,4,5,6,7,8,9,10
218,355.663,1.3420000000000414,2,3,4,5,6,7,8,9,10
219,356.999,1.3360000000000127,2,3,4,5,6,7,8,9,10
220,359.832,2.83299999999997,2,3,4,5,6,7,8,9,10
221,361.16900000000004,1.337000000000046,2,3,4,5,6,7,8,9,10
222,362.496,1.3269999999999413,2,3,4,5,6,7,8,9,10
223,363.92900000000003,1.4330000000000496,2,3,4,5,6,7,8,9,10
224,365.334,1.4049999999999727,2,3,4,5,6,7,8,9,10
225,366.682,1.3480000000000132,2,3,4,5,6,7,8,9,10
226,368.01,1.3279999999999745,2,3,4,5,6,7,8,9,10
227,369.347,1.336999999999989,2,3,4,5,6,7,8,9,10
228,372.13,2.7830000000000155,2,3,4,5,6,7,8,9,10
229,373.543,1.413000000000011,2,3,4,5,6,7,8,9,10
230,374.888,1.3449999999999704,2,3,4,5,6,7,8,9,10
231,376.199,1.3110000000000355,2,3,4,5,6,7,8,9,10
232,377.502,1.3029999999999973,2,3,4,5,6,7,8,9,10
233,378.83,1.3279999999999745,2,3,4,5,6,7,8,9,10
234,380.184,1.3540000000000418,2,3,4,5,6,7,8,9,10
235,381.524,1.339999999999975,2,3,4,5,6,7,8,9,10
236,382.855,1.3310000000000173,2,3,4,5,6,7,8,9,10
237,385.987,3.132000000000005,2,3,4,5,6,7,8,9,10
238,387.364,1.3769999999999527,2,3,4,5,6,7,8,9,10
239,388.7,1.3360000000000127,2,3,4,5,6,7,8,9,10
240,390.679,1.978999999999985,2,3,4,5,6,7,8,9,10
241,393.17,2.4910000000000423,2,3,4,5,6,7,8,9,10
242,394.601,1.4309999999999832,2,3,4,5,6,7,8,9,10
243,395.935,1.3340000000000032,2,3,4,5,6,7,8,9,10
244,397.265,1.329999999999984,2,3,4,5,6,7,8,9,10
245,398.59099999999995,1.325999999999965,2,3,4,5,6,7,8,9,10
246,399.92,1.3290000000000646,2,3,4,5,6,7,8,9,10
247,401.255,1.3349999999999795,2,3,4,5,6,7,8,9,10
248,404.018,2.762999999999977,2,3,4,5,6,7,8,9,10
249,404.55400000000003,0.5360000000000582,2,3,4,5,6,7,8,9,10
250,405.839,1.2849999999999682,2,3,4,5,6,7,8,9,10
251,407.174,1.3349999999999795,2,3,4,5,6,7,8,9,10
252,409.231,2.0570000000000164,2,3,4,5,6,7,8,9,10
253,410.549,1.3179999999999836,2,3,4,5,6,7,8,9,10
254,411.861,1.3120000000000118,2,3,4,5,6,7,8,9,10
255,413.196,1.3350000000000364,2,3,4,5,6,7,8,9,10
256,414.646,1.4499999999999886,2,3,4,5,6,7,8,9,10
257,416.619,1.9730000000000132,2,3,4,5,6,7,8,9,10
258,417.967,1.3479999999999563,2,3,4,5,6,7,8,9,10
259,419.29499999999996,1.3279999999999745,2,3,4,5,6,7,8,9,10
260,420.631,1.3360000000000127,2,3,4,5,6,7,8,9,10
261,423.72900000000004,3.09800000000007,2,3,4,5,6,7,8,9,10
262,425.073,1.3439999999999372,2,3,4,5,6,7,8,9,10
263,426.42999999999995,1.356999999999971,2,3,4,5,6,7,8,9,10
264,429.703,3.2730000000000246,2,3,4,5,6,7,8,9,10
265,431.10900000000004,1.4060000000000628,2,3,4,5,6,7,8,9,10
266,432.44599999999997,1.3369999999999322,2,3,4,5,6,7,8,9,10
267,434.456,2.0100000000000477,2,3,4,5,6,7,8,9,10
268,435.821,1.365000000000009,2,3,4,5,6,7,8,9,10
269,437.417,1.5959999999999468,2,3,4,5,6,7,8,9,10
270,438.712,1.295000000000016,2,3,4,5,6,7,8,9,10
271,440.01,1.2980000000000018,2,3,4,5,6,7,8,9,10
272,441.85400000000004,1.844000000000051,2,3,4,5,6,7,8,9,10
273,443.158,1.3039999999999736,2,3,4,5,6,7,8,9,10
274,444.58599999999996,1.4279999999999404,2,3,4,5,6,7,8,9,10
275,446.64,2.0540000000000305,2,3,4,5,6,7,8,9,10
276,447.96799999999996,1.3279999999999745,2,3,4,5,6,7,8,9,10
277,449.29400000000004,1.3260000000000787,2,3,4,5,6,7,8,9,10
278,450.63,1.335999999999956,2,3,4,5,6,7,8,9,10
279,451.96500000000003,1.3350000000000364,2,3,4,5,6,7,8,9,10
280,453.993,2.027999999999963,2,3,4,5,6,7,8,9,10
281,455.36199999999997,1.3689999999999714,2,3,4,5,6,7,8,9,10
282,458.013,2.6510000000000105,2,3,4,5,6,7,8,9,10
283,459.32800000000003,1.3150000000000546,2,3,4,5,6,7,8,9,10
284,460.637,1.308999999999969,2,3,4,5,6,7,8,9,10
285,462.771,2.1340000000000146,2,3,4,5,6,7,8,9,10
286,464.255,1.4839999999999804,2,3,4,5,6,7,8,9,10
287,465.589,1.3340000000000032,2,3,4,5,6,7,8,9,10
288,466.98400000000004,1.3950000000000387,2,3,4,5,6,7,8,9,10
289,468.31899999999996,1.3349999999999227,2,3,4,5,6,7,8,9,10
290,469.643,1.3240000000000123,2,3,4,5,6,7,8,9,10
291,471.817,2.174000000000035,2,3,4,5,6,7,8,9,10
292,473.862,2.045000000000016,2,3,4,5,6,7,8,9,10
293,475.19899999999996,1.3369999999999322,2,3,4,5,6,7,8,9,10
294,476.503,1.3040000000000305,2,3,4,5,6,7,8,9,10
295,478.731,2.2280000000000086,2,3,4,5,6,7,8,9,10
296,480.06399999999996,1.33299999999997,2,3,4,5,6,7,8,9,10
297,481.397,1.3330000000000268,2,3,4,5,6,7,8,9,10
298,483.298,1.9010000000000105,2,3,4,5,6,7,8,9,10
299,485.425,2.1270000000000095,2,3,4,5,6,7,8,9,10
300,486.794,1.3689999999999714,2,3,4,5,6,7,8,9,10
301,488.124,1.330000000000041,2,3,4,5,6,7,8,9,10
302,489.452,1.3279999999999745,2,3,4,5,6,7,8,9,10
303,490.787,1.3349999999999795,2,3,4,5,6,7,8,9,10
304,492.09999999999997,1.3129999999999882,2,3,4,5,6,7,8,9,10
305,493.502,1.4020000000000437,2,3,4,5,6,7,8,9,10
306,495.599,2.09699999999998,2,3,4,5,6,7,8,9,10
307,497.684,2.0850000000000364,2,3,4,5,6,7,8,9,10
308,499.001,1.3169999999999504,2,3,4,5,6,7,8,9,10
309,500.935,1.934000000000026,2,3,4,5,6,7,8,9,10
310,502.31000000000006,1.3750000000000568,2,3,4,5,6,7,8,9,10
311,503.754,1.44399999999996,2,3,4,5,6,7,8,9,10
312,505.76500000000004,2.011000000000024,2,3,4,5,6,7,8,9,10
313,507.75499999999994,1.9899999999998954,2,3,4,5,6,7,8,9,10
314,509.75499999999994,2.0,2,3,4,5,6,7,8,9,10
315,511.065,1.3100000000000591,2,3,4,5,6,7,8,9,10
316,512.382,1.3169999999999504,2,3,4,5,6,7,8,9,10
317,513.806,1.4240000000000919,2,3,4,5,6,7,8,9,10
318,515.149,1.342999999999961,2,3,4,5,6,7,8,9,10
319,517.143,1.9940000000000282,2,3,4,5,6,7,8,9,10
320,518.481,1.3379999999999654,2,3,4,5,6,7,8,9,10
321,520.434,1.9529999999999745,2,3,4,5,6,7,8,9,10
322,521.793,1.3590000000000373,2,3,4,5,6,7,8,9,10
323,523.876,2.08299999999997,2,3,4,5,6,7,8,9,10
324,525.216,1.3400000000000318,2,3,4,5,6,7,8,9,10
325,526.522,1.30600000000004,2,3,4,5,6,7,8,9,10
326,527.814,1.2919999999999163,2,3,4,5,6,7,8,9,10
327,529.137,1.322999999999979,2,3,4,5,6,7,8,9,10
328,530.537,1.400000000000091,2,3,4,5,6,7,8,9,10
329,531.8850000000001,1.34800000000007,2,3,4,5,6,7,8,9,10
330,533.242,1.3569999999998572,2,3,4,5,6,7,8,9,10
331,535.3240000000001,2.0820000000001073,2,3,4,5,6,7,8,9,10
332,536.715,1.3909999999999627,2,3,4,5,6,7,8,9,10
333,539.472,2.756999999999948,2,3,4,5,6,7,8,9,10
334,540.822,1.3500000000000227,2,3,4,5,6,7,8,9,10
335,542.308,1.48599999999999,2,3,4,5,6,7,8,9,10
336,544.449,2.1409999999999627,2,3,4,5,6,7,8,9,10
337,545.73,1.2810000000000628,2,3,4,5,6,7,8,9,10
338,547.621,1.8909999999999627,2,3,4,5,6,7,8,9,10
339,549.7990000000001,2.178000000000111,2,3,4,5,6,7,8,9,10
340,551.106,1.3069999999999027,2,3,4,5,6,7,8,9,10
341,552.38,1.274000000000001,2,3,4,5,6,7,8,9,10
342,553.766,1.3859999999999673,2,3,4,5,6,7,8,9,10
343,557.196,3.4300000000000637,2,3,4,5,6,7,8,9,10
344,558.462,1.2659999999999627,2,3,4,5,6,7,8,9,10
345,559.712,1.25,2,3,4,5,6,7,8,9,10
346,560.971,1.2590000000000146,2,3,4,5,6,7,8,9,10
347,562.279,1.3079999999999927,2,3,4,5,6,7,8,9,10
348,563.7189999999999,1.4399999999999409,2,3,4,5,6,7,8,9,10
349,567.064,3.3450000000000273,2,3,4,5,6,7,8,9,10
350,568.434,1.3700000000000045,2,3,4,5,6,7,8,9,10
351,570.38,1.9460000000000264,2,3,4,5,6,7,8,9,10
352,571.7339999999999,1.3539999999999281,2,3,4,5,6,7,8,9,10
353,573.787,2.053000000000111,2,3,4,5,6,7,8,9,10
354,575.187,1.3999999999999773,2,3,4,5,6,7,8,9,10
355,576.509,1.3220000000000027,2,3,4,5,6,7,8,9,10
356,577.821,1.3120000000000118,2,3,4,5,6,7,8,9,10
357,579.141,1.3199999999999363,2,3,4,5,6,7,8,9,10
358,582.195,3.0540000000000873,2,3,4,5,6,7,8,9,10
359,583.745,1.5499999999999545,2,3,4,5,6,7,8,9,10
360,585.167,1.4220000000000255,2,3,4,5,6,7,8,9,10
361,586.5089999999999,1.3419999999998709,2,3,4,5,6,7,8,9,10
362,587.839,1.3300000000001546,2,3,4,5,6,7,8,9,10
363,589.167,1.3279999999999745,2,3,4,5,6,7,8,9,10
364,592.667,3.5,2,3,4,5,6,7,8,9,10
365,594.081,1.4139999999999873,2,3,4,5,6,7,8,9,10
366,594.592,0.5109999999999673,2,3,4,5,6,7,8,9,10
367,595.862,1.2699999999999818,2,3,4,5,6,7,8,9,10
368,597.189,1.3269999999999982,2,3,4,5,6,7,8,9,10
369,599.4000000000001,2.2110000000001264,2,3,4,5,6,7,8,9,10
370,600.718,1.31799999999987,2,3,4,5,6,7,8,9,10
371,602.052,1.33400000000006,2,3,4,5,6,7,8,9,10
372,603.467,1.4149999999999636,2,3,4,5,6,7,8,9,10
373,604.917,1.4500000000000455,2,3,4,5,6,7,8,9,10
374,606.889,1.97199999999998,2,3,4,5,6,7,8,9,10
375,608.23,1.3410000000000082,2,3,4,5,6,7,8,9,10
376,609.5350000000001,1.3050000000000637,2,3,4,5,6,7,8,9,10
377,611.26,1.724999999999909,2,3,4,5,6,7,8,9,10
378,612.506,1.245999999999981,2,3,4,5,6,7,8,9,10
379,613.8679999999999,1.3619999999999663,2,3,4,5,6,7,8,9,10
380,615.155,1.2870000000000346,2,3,4,5,6,7,8,9,10
381,617.0369999999999,1.8819999999999482,2,3,4,5,6,7,8,9,10
382,619.506,2.469000000000051,2,3,4,5,6,7,8,9,10
383,620.845,1.3390000000000555,2,3,4,5,6,7,8,9,10
384,622.169,1.3239999999999554,2,3,4,5,6,7,8,9,10
385,623.592,1.4230000000000018,2,3,4,5,6,7,8,9,10
386,624.9350000000001,1.3430000000000746,2,3,4,5,6,7,8,9,10
387,626.2370000000001,1.302000000000021,2,3,4,5,6,7,8,9,10
388,629.602,3.3649999999998954,2,3,4,5,6,7,8,9,10
389,631.17,1.5679999999999836,2,3,4,5,6,7,8,9,10
390,632.5,1.330000000000041,2,3,4,5,6,7,8,9,10
391,634.7850000000001,2.285000000000082,2,3,4,5,6,7,8,9,10
392,636.1909999999999,1.4059999999998354,2,3,4,5,6,7,8,9,10
393,638.141,1.9500000000000455,2,3,4,5,6,7,8,9,10
394,639.492,1.350999999999999,2,3,4,5,6,7,8,9,10
395,640.853,1.36099999999999,2,3,4,5,6,7,8,9,10
396,642.7810000000001,1.928000000000111,2,3,4,5,6,7,8,9,10
397,644.364,1.58299999999997,2,3,4,5,6,7,8,9,10
398,646.192,1.8279999999999745,2,3,4,5,6,7,8,9,10
399,647.555,1.3629999999999427,2,3,4,5,6,7,8,9,10
400,648.876,1.3210000000000264,2,3,4,5,6,7,8,9,10
401,650.2719999999999,1.3959999999999582,2,3,4,5,6,7,8,9,10
402,651.614,1.3420000000000982,2,3,4,5,6,7,8,9,10
403,654.308,2.69399999999996,2,3,4,5,6,7,8,9,10
